**banking___survey___at_current_exchange_rate,unnamed:_1,2014,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,2015,unnamed:_15,unnamed:_16,unnamed:_17,unnamed:_18,unnamed:_19,unnamed:_20,unnamed:_21,unnamed:_22,unnamed:_23,unnamed:_24,unnamed:_25,2016,unnamed:_27,unnamed:_28,unnamed:_29,unnamed:_30,unnamed:_31,unnamed:_32,unnamed:_33,unnamed:_34,unnamed:_35,unnamed:_36,unnamed:_37,2017,unnamed:_39,unnamed:_40,unnamed:_41,unnamed:_42,unnamed:_43,unnamed:_44,unnamed:_45,unnamed:_46,unnamed:_47,unnamed:_48,unnamed:_49,2018,unnamed:_51,unnamed:_52,unnamed:_53,unnamed:_54,unnamed:_55,unnamed:_56,unnamed:_57,unnamed:_58,unnamed:_59,unnamed:_60,unnamed:_61,2019,unnamed:_63,unnamed:_64,unnamed:_65,unnamed:_66,unnamed:_67,unnamed:_68,unnamed:_69,unnamed:_70,unnamed:_71,unnamed:_72,unnamed:_73,2020,unnamed:_75,unnamed:_76,unnamed:_77,unnamed:_78,unnamed:_79,unnamed:_80,unnamed:_81,unnamed:_82,unnamed:_83,unnamed:_84,unnamed:_85,2021,unnamed:_87,unnamed:_88,unnamed:_89,unnamed:_90,unnamed:_91,unnamed:_92,unnamed:_93,unnamed:_94,unnamed:_95,unnamed:_96,unnamed:_97,2022,unnamed:_99,unnamed:_100,unnamed:_101,unnamed:_102,unnamed:_103,unnamed:_104,unnamed:_105,unnamed:_106,unnamed:_107,unnamed:_108,unnamed:_109,2023,unnamed:_111,unnamed:_112,unnamed:_113,unnamed:_114,unnamed:_115,unnamed:_116,unnamed:_117,unnamed:_118,unnamed:_119,unnamed:_120,unnamed:_121,2024,unnamed:_123,unnamed:_124,unnamed:_125,unnamed:_126,unnamed:_127,unnamed:_128,unnamed:_129,unnamed:_130,unnamed:_131,unnamed:_132,unnamed:_133,2025,unnamed:_135,unnamed:_136,unnamed:_137,unnamed:_138,unnamed:_139,unnamed:_140,unnamed:_141,unnamed:_142,unnamed:_143,unnamed:_144
,(KSHS M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov
,Domestic Credit,,,,,,,,,,,,,15.66341453,17.59936646,16.42476933,17.2146099,17.40069147,27.93108484,24.57244745,23.28800812,19.89954702,19.21245853,18.8669356,19.58002742,16.95848647,15.89558338,14.51398311,12.68181258,11.1891857,8.225813641,5.61562037,5.48830548,6.285095349,7.320311216,5.800061217,7.170047214,8.539921941,6.650095802,6.429662148,4.45193993,4.473940355,6.790063976,9.36563523,8.944263676,8.219368484,8.163456921,9.123669154,8.657673384,8.67351324,8.27386687,4.21695193,7.864250138,7.109563061,6.97465307,6.641904322,6.70768566,6.51183756,7.996722365,6.416132211,5.67656689,6.933351675,6.529090209,14.16949274,11.6462069,7.210951644,8.752295946,7.771919817,6.822316707,8.16865091,6.191916542,6.263027696,7.020123339,6.718156394,8.652370513,8.848467135,10.67561237,14.32834137,13.48366549,14.75539063,15.26064732,14.45640299,16.18725242,18.25621694,17.02120141,16.66596513,16.94680016,13.92164083,13.75122452,15.31992224,11.25203222,11.49581806,13.92139882,13.3711,12.53744705,12.67685929,14.3108854,15.43982257,13.69818108,14.71422152,12.9721266,12.89877557,16.32863671,17.02950748,14.68494484,14.68328035,13.923251,13.1598397,12.21294006,12.31364538,13.06037643,12.98114383,14.19610723,13.4858191,12.20336236,11.18334907,11.28404174,12.26771908,11.92298988,12.35197109,12.72324743,12.12681743,7.888084436,5.245842905,4.663848014,4.484868198,3.31175938,3.406045307,2.724384831,0.478576386,1.025722534,3.105753629,2.218639674,2.235000602,6.619384884,7.4213941,9.322487864,9.362447539,10.53744386,9.942885019,9.904763045,13.85890691,11.62461434,8.821165802
,Central Government (Net),,,,,,,,,,,,,-9.187985723,1.300221868,0.966399645,4.328105023,2.208090466,71.84965191,39.17521295,31.32452009,17.7334332,13.88145048,16.07135146,26.7656354,15.30012962,15.69746377,9.294879882,8.776061192,9.414200412,1.512106007,-6.177076864,-3.959553756,1.993693959,10.94164061,2.041273966,8.479177714,15.38711667,5.691088832,6.534382425,-3.705340994,-0.354219058,13.5774661,30.94489282,29.54698916,25.37594302,26.71813965,30.13678593,28.96404987,34.16439646,28.50507281,4.252226915,25.00847906,15.84209756,13.7416146,12.70403798,12.47610268,14.29258082,18.6151031,14.61331843,14.56284296,17.40758287,14.61305811,58.00870379,39.01314577,15.88875479,20.94097014,12.91810171,8.123212136,10.92990449,2.906643925,1.974794721,4.929607915,3.267233108,11.07813746,8.141131175,15.9771932,39.15623435,34.6911636,39.6189588,44.20019202,42.29505447,49.53622336,58.22568853,50.96598531,45.93659231,43.98742848,36.18855586,38.13422739,43.3902471,23.01508649,27.9327115,33.56785456,31.09758411,26.93945016,27.10226327,29.28218322,34.04543881,26.9992301,26.36617317,17.77349683,16.77014174,28.07653619,26.01621998,20.79533213,20.32314897,16.33589628,16.06222753,13.89611768,14.37020208,16.7494913,16.39415246,18.07989985,15.71041243,13.41705248,12.73592264,9.249774521,11.74534902,10.23246556,9.974620366,10.71156183,9.357620267,1.582510938,-2.017377957,-1.208567085,1.472276137,-1.436748354,0.786146623,1.686470212,-3.385858764,0.068258749,8.528233597,6.293832492,8.078427402,19.94598993,19.83582798,25.8346438,22.53078083,25.83434596,20.7760025,21.54009356,32.33736796,22.42400661,12.47354335
,County Government (Net),,,,,,,,,,,,,-89.82195447,64.69618164,-94.57317166,-94.4906502,291.8892621,-93.03979484,-94.68959779,2259.72674,2544.76251,2655.377006,2324.160765,1711.005477,854.0434168,1803.716581,1798.354781,1856.683236,-72.14724412,1489.212546,1989.556483,4.572099678,3.163064663,3.330454325,68.80446969,-27.71936867,11.34229742,9.367159105,11.0442639,10.90613683,10.47667506,9.063711158,38.3236794,12.17258914,14.28421368,9.931533832,-33.65886593,4.776320251,8.068248823,10.42996332,11.54540324,11.12265153,13.96243986,13.69100886,-11.01221654,8.547663587,4.749402248,6.628160586,10.37492254,10.73423456,5.529363858,4.989178861,3.143863239,3.56452067,-0.861007543,-0.77877575,-1.228534608,-1.306225579,4.507538188,0.307860508,-0.220895574,-0.089952048,-0.508284317,-0.477871169,-3.142671092,-0.296608771,1.021948855,3.490175532,3.333403522,-1.822129916,3.54096849,0.327334085,-1.074246184,33.36085765,41.37966851,34.36840997,40.38480524,47.86951586,55.84898346,53.32888312,56.42308431,62.46527835,45.00865964,51.95961352,47.787926,226.8275822,-1.727802983,9.251208106,18.98364038,8.241530589,-4.675585099,-11.94726039,-15.28648397,-13.16490668,-20.3546978,-12.18335223,20.14613135,-65.58694803,6.791159816,0.453654938,1.084392889,7.523796252,4.936614439,19.86987586,-1.44727591,1.38412364,1.844624843,-4.12067228,-29.23821213,-13.6775196,-13.10106861,-13.89481066,-19.64938175,-19.52231775,1.212270777,-5.36815312,17.56810321,22.43316987,34.56590832,39.29885492,-46.01596308,-58.87599758,29.02671226,30.98956223,226.9796586,209.1495989,49.09693465,144.2454055,142.1902925,101.7641402,93.58668962,115.0283611,528.7319381
,Public Non Financial Corp (Net),,,,,,,,,,,,,55.4220808,77.67026708,86.95840544,73.51136625,71.38542326,119.484151,130.0889606,111.4686919,54.60506333,69.19190446,59.93187512,58.66596543,40.30026536,22.95458642,19.11227736,13.72526985,25.72259499,-7.724959094,2.575204856,3.112581715,8.679155826,11.46550973,27.68200706,30.29605137,36.19754973,23.10751343,26.19546017,31.77929438,27.80011919,34.93651737,24.44229357,28.29332953,25.89692037,17.11885978,8.107775781,7.346889239,5.154868567,11.67662626,8.425507448,6.983631499,10.43625321,6.750816825,0.399748745,-1.561736348,-4.029284073,-5.618905242,-4.186612083,-9.963617787,-13.42507445,-11.30040672,-12.75915596,-13.39229976,-10.52506978,-14.0098992,-11.73923134,-10.39204261,-8.587650035,-6.393432202,-6.640760366,-9.354615112,-8.071456852,-10.43996872,-9.165201372,-6.527018227,-8.827944643,-9.74772106,-9.295334734,-34.19317993,-33.74501905,-32.81388042,-31.79873082,-26.42998873,-26.64397658,-26.66640283,-27.68074415,-36.83760057,-33.44398341,-32.76160303,-34.45829933,-13.4188521,-14.22082985,-15.66042417,-10.96260378,-4.729870266,-9.867927825,-10.02490976,-6.276548893,12.79137123,1.914813767,0.195433807,1.065892403,7.114250615,-5.669184944,-3.34776818,-9.887455138,-12.6548054,0.315801529,-10.10309555,5.650043,-11.2240057,-7.785429999,-10.82895514,14.77697692,2.933530966,31.32044312,56.4586978,51.01096537,29.51990272,19.27832263,28.1652369,-1.581784348,-11.39681024,-9.872432996,9.819031802,-13.66374386,-0.459813288,-18.88051314,-40.65569972,-43.29980924,-35.70516851,-36.80385816,-32.45037619,-40.6635261,-57.12829573,-43.96122396,-56.67104808,-67.78175255,-70.5829912,-68.32480141,-58.52192354,-60.43846253
,Private sector credit*,,,,,,,,,,,,,26.15433651,25.35195038,23.89613962,23.89024028,24.51604613,23.00519659,23.87590993,23.94657803,23.5019789,23.76879853,23.10406859,21.7579651,16.94497802,16.13248406,16.18949099,14.57753311,12.50103611,10.29802691,9.40286929,9.039725075,8.31963469,7.399503987,6.847959844,7.118825841,6.609756206,6.430360601,5.523270744,4.99126044,4.677555086,5.60788098,4.548664686,3.769639399,4.018269778,3.496924038,4.36974091,4.126073294,3.45966357,3.595153707,4.128012072,4.445532037,5.011571745,5.330067025,5.269942451,5.544978959,5.028306708,5.788444233,4.61151942,3.728987107,4.699296894,4.838806928,5.504512223,5.985282694,5.823486427,6.483519815,7.116177487,6.990244344,7.681573463,7.27708752,7.785594353,8.084834567,8.164749155,8.454812665,9.617773461,9.494294606,8.618810137,7.915644525,8.404338605,8.75259331,8.301794256,7.777398861,8.268901115,8.516046671,9.025115823,9.544602989,7.580463656,6.880546091,7.228697442,7.971497561,6.502079575,7.125910406,7.442366524,8.135266476,8.09590314,8.519715529,8.865465589,8.932962507,10.33347693,11.08620856,11.4918243,11.98111064,13.63829431,12.24498318,12.70159385,13.2818124,12.3086111,12.30188062,11.58284657,11.75133037,11.80819725,12.88222105,12.89551521,12.03378483,10.40518163,12.43196345,12.24674833,12.19844565,13.12782724,13.53302965,13.52137351,10.81164305,8.987817014,7.798445959,6.136456573,5.443118789,4.921013179,3.22113902,2.603479708,2.165571701,1.403747656,0.942557471,-0.031021116,1.088434918,2.390263185,2.690724398,4.057933869,4.429287034,5.722668515,5.465610862,6.589831519,7.381716006,7.411506054
,Credit to Other Financial Corporations(Net),,,,,,,,,,,,,-67.05740238,-68.41025862,-69.17464313,-66.43861313,-68.23206434,-56.5935402,-57.50708157,-60.56275701,-59.2034291,-69.58928023,-70.4421977,-70.65123228,-12.89359969,-26.69408885,-44.78711282,-73.14311781,-55.37909382,7.654275528,-53.66286469,-69.24658164,-60.3544941,-66.76405697,-71.43124106,-60.82394044,-21.46045712,-4.085865138,48.25551338,133.5756278,37.82087673,-59.89122165,-2.512825611,65.51079424,15.76957516,91.41219921,126.0531041,45.2117502,-9.716809035,0.707240977,-6.502967331,5.899556124,18.44733281,9.967018172,22.76885819,5.424445571,0.847566515,-0.511913226,10.45480923,29.08096673,28.04285036,22.87273993,14.49857718,18.10190363,10.84493553,9.671245067,8.161375292,23.10474041,59.6860714,54.74163271,31.71817467,21.37552172,24.493857,20.9067698,18.00017023,19.56588025,16.09027789,22.78026765,14.01735217,12.0054932,-0.091249035,59.32334074,73.99319823,7.010503075,26.52413363,20.84484515,28.16106335,17.3965083,16.23953796,18.04691284,18.95531184,9.828184427,-0.047841579,-40.5201401,-41.01497047,-8.48687283,-19.27144328,-17.15765814,6.24325235,-6.510206298,1.857240467,-11.89913845,-11.44427806,-9.373652967,-6.36231015,-7.043717651,-6.929226247,-0.040640953,1.226594159,-0.194953111,-18.75019873,9.033384401,1.431094647,-0.099253934,8.927336739,11.18799257,18.38812683,9.49640698,7.449928147,10.84455912,3.388459392,15.19519861,5.129688518,-2.999765812,2.630786031,20.45518683,7.659169184,5.675983699,-3.614755395,1.858599823,-1.429823052,-0.470256717,-1.735309033,-10.64080676,-10.34927707,-17.71572633,-19.78957553,-16.99341641,-22.8096709,-19.41663197,-15.3481104,-10.77606543,-6.3280034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other Items Net,,,,,,,,,,,,,19.90780628,24.61169906,22.11344992,18.0937997,26.05839242,21.97555342,22.71588803,26.8144266,18.3892366,22.55282823,22.56362772,19.07387675,17.39004731,16.28400782,9.272254253,14.80497515,13.56043107,14.7790139,8.399934245,13.53531213,17.19849458,21.82966167,14.80661294,16.43677268,24.61453363,18.59905206,23.25804207,13.6974489,13.28582864,16.9803833,17.79709754,12.41772627,7.63235845,2.758082323,5.57923528,4.996724975,1.958905639,0.871244752,3.365436641,13.97484113,7.335971332,4.284431126,5.387672987,7.162174377,9.69932787,12.80067587,12.67495009,8.286965938,11.17134705,11.68263995,13.07160172,8.546188378,18.97232196,16.73155824,18.75042704,17.11223159,15.92057668,13.58499625,12.45873986,15.26236635,11.31572716,10.92396724,11.39550551,11.0408974,9.16264067,12.55168092,9.947677823,12.00115618,9.13459515,9.862801711,13.81513684,12.53020633,15.03010559,15.77814435,11.09644554,10.4229926,9.902152785,9.897094265,10.55534257,10.17041755,14.04966472,13.24347585,12.28588689,22.45054192,22.30082347,17.69129974,19.71008386,16.01810779,15.53689321,11.73036696,12.28412964,11.5317465,8.388340404,12.05290695,10.33552227,1.427753416,1.545328379,6.51623265,9.258865636,12.49098784,11.16226398,14.77128272,15.54627081,12.87219875,17.04537255,14.36642526,18.17033133,20.27684359,22.93013065,21.15453363,12.75816557,14.82491495,12.21643998,9.273506069,13.46757547,10.16037941,5.72026832,6.361843798,8.554659713,9.409719142,7.68516936,9.83825944,17.89371457,16.63405457,19.54712626,22.39969308,19.75455202,22.18283768,28.16307631,28.63260404,22.23594035
,Capital Accounts,,,,,,,,,,,,,21.46096248,21.05989498,21.95272217,23.12861251,27.05465354,27.81542518,27.74994717,27.52047237,27.05295414,18.23054305,18.52468813,16.72403433,12.20561177,11.72129149,10.70896869,9.607283393,7.450473415,4.72854073,3.083753422,0.873564771,1.046103201,7.118284693,5.419498262,4.195387176,8.677340963,9.431239058,8.701293428,4.436099571,4.142614346,5.793195186,7.359356813,8.734591139,6.980859966,5.27432178,5.065704655,9.190474918,4.451514146,4.550740659,0.082863993,3.269930262,2.680974646,1.437748252,0.187700377,1.043129749,3.016254936,5.851258366,6.502645552,1.633674495,6.046554006,6.684693868,13.52360771,13.37003937,12.0906608,15.40877442,17.22810971,16.31032242,15.37514252,14.56640245,13.27990845,13.33165329,12.39334171,10.88863382,10.45770968,12.60611144,15.1052507,11.52197242,11.2318917,12.66257294,10.76530511,11.44743184,13.47135917,14.66580627,15.66706657,16.31338968,14.16219382,9.401007596,9.738428376,10.23948113,10.19900924,10.18258673,11.43057522,11.14587669,10.53976345,11.25388784,9.413759236,8.99716671,9.220588842,10.44522054,9.448921823,8.661800352,7.909719373,7.846273558,6.628701417,6.7271291,8.986599663,8.261486895,11.58969863,10.56548478,13.96991307,14.58425503,14.95896268,17.07384511,17.37710135,15.26272404,18.7333747,20.2265857,19.77681466,21.07285704,22.07080144,16.56823107,10.5676275,11.25010053,9.920615818,8.954706942,10.32408988,9.720932028,5.083035304,5.415177477,5.43710953,5.54743184,4.145543718,12.61894298,16.64392992,16.36419684,16.95887025,18.11005009,17.24346942,19.1482095,23.27876044,21.55451252,19.37660111
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"** Data coverage in this table has been expanded to include data from Central Bank, Commercial Banks, Microfinance Banks and SACCOs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
